nasa_event_id,gsi_sl_no,distance_km,nasa_year,gsi_history_year,match_type
6907,10012,0.1158,2015,,likely_duplicate
6874,10402,0.0451,2015,,likely_duplicate
6932,,,2015,,additional_nasa_event
6931,,,2015,,additional_nasa_event
6925,,,2015,,additional_nasa_event
6924,,,2015,,additional_nasa_event
6934,,,2015,,additional_nasa_event
7171,,,2015,,additional_nasa_event
6933,,,2015,,additional_nasa_event
6928,,,2015,,additional_nasa_event
7176,,,2015,,additional_nasa_event
7174,,,2015,,additional_nasa_event
7178,,,2015,,additional_nasa_event
7172,9870,0.5441,2015,,likely_duplicate
7185,7413,0.0864,2015,,likely_duplicate
7177,,,2015,,additional_nasa_event
7175,,,2015,,additional_nasa_event
7168,10838,0.7386,2015,,likely_duplicate
7167,,,2015,,additional_nasa_event
7127,,,2015,,additional_nasa_event
7123,,,2015,,additional_nasa_event
7111,34616,0.5585,2015,,likely_duplicate
7110,,,2015,,additional_nasa_event
7062,,,2015,,additional_nasa_event
7031,26679,0.3775,2015,,likely_duplicate
7026,10845,0.4299,2015,,likely_duplicate
6971,,,2015,,additional_nasa_event
6972,,,2015,,additional_nasa_event
6968,,,2015,,additional_nasa_event
6967,,,2015,,additional_nasa_event
6970,20094,0.9384,2015,,likely_duplicate
6969,,,2015,,additional_nasa_event
6965,29304,0.2251,2015,2015.0,likely_duplicate
6966,30453,0.1573,2015,,likely_duplicate
6964,29203,0.3442,2015,2015.0,likely_duplicate
6962,,,2015,,additional_nasa_event
6945,19240,0.1676,2015,,likely_duplicate
6963,22084,0.6001,2015,,likely_duplicate
6947,32823,0.783,2015,,likely_duplicate
6973,,,2015,,additional_nasa_event
6948,17310,0.8358,2015,,likely_duplicate
6949,16848,0.2277,2015,2014.0,likely_duplicate
6950,,,2015,,additional_nasa_event
6990,25124,0.0774,2015,2015.0,likely_duplicate
7012,35009,0.2968,2015,2013.0,likely_duplicate
7027,,,2015,,additional_nasa_event
7011,,,2015,,additional_nasa_event
7021,29184,0.404,2015,2015.0,likely_duplicate
7033,,,2015,,additional_nasa_event
7034,30361,0.0969,2015,,likely_duplicate
7035,,,2015,,additional_nasa_event
7363,30423,0.0837,2015,,likely_duplicate
7038,28755,0.4769,2015,2014.0,likely_duplicate
7037,28755,0.7201,2015,2014.0,likely_duplicate
7040,30328,0.4581,2015,,likely_duplicate
7036,,,2015,,additional_nasa_event
7039,29731,0.467,2015,,likely_duplicate
7076,28915,0.4641,2015,2015.0,likely_duplicate
7084,,,2015,,additional_nasa_event
7138,29806,0.289,2015,,likely_duplicate
7139,28755,0.9269,2015,2014.0,likely_duplicate
7141,11509,0.5528,2015,,likely_duplicate
7156,27242,0.8015,2015,,likely_duplicate
7159,,,2015,,additional_nasa_event
7157,,,2015,,additional_nasa_event
7161,33474,0.1026,2015,,likely_duplicate
7160,,,2015,,additional_nasa_event
7158,,,2015,,additional_nasa_event
7196,10088,0.2282,2015,,likely_duplicate
7195,,,2015,,additional_nasa_event
7249,,,2015,,additional_nasa_event
7215,,,2015,,additional_nasa_event
7198,,,2015,,additional_nasa_event
7214,1132,0.3012,2015,,likely_duplicate
7226,7220,0.114,2015,,likely_duplicate
7248,,,2015,,additional_nasa_event
7224,,,2015,,additional_nasa_event
7238,,,2015,,additional_nasa_event
7227,32969,0.9397,2015,2016.0,likely_duplicate
7221,,,2015,,additional_nasa_event
7261,,,2015,,additional_nasa_event
7262,,,2015,,additional_nasa_event
7251,,,2015,,additional_nasa_event
7266,,,2015,,additional_nasa_event
7253,,,2015,,additional_nasa_event
7265,,,2015,,additional_nasa_event
7264,,,2015,,additional_nasa_event
7263,19492,0.0653,2015,2015.0,likely_duplicate
7267,,,2015,,additional_nasa_event
7294,34237,0.9128,2015,,likely_duplicate
7279,18989,0.5322,2015,,likely_duplicate
7296,,,2015,,additional_nasa_event
7295,34238,0.2681,2015,,likely_duplicate
7270,,,2015,,additional_nasa_event
7275,10844,0.2443,2015,,likely_duplicate
7274,,,2015,,additional_nasa_event
7276,454,0.8491,2015,,likely_duplicate
7289,6137,0.6541,2015,2015.0,likely_duplicate
7285,4263,0.7013,2015,,likely_duplicate
7273,33474,0.2081,2015,,likely_duplicate
7287,,,2015,,additional_nasa_event
7286,4160,0.5199,2015,,likely_duplicate
7288,6763,0.2364,2015,,likely_duplicate
7284,10253,0.0693,2015,,likely_duplicate
7292,,,2015,,additional_nasa_event
7297,35024,0.9452,2015,2013.0,likely_duplicate
7302,,,2015,,additional_nasa_event
7364,18723,0.033,2015,,likely_duplicate
7366,7214,0.1418,2015,,likely_duplicate
7372,19085,0.5576,2015,,likely_duplicate
7383,,,2015,,additional_nasa_event
7375,,,2015,,additional_nasa_event
7384,,,2015,,additional_nasa_event
7910,,,2015,,additional_nasa_event
7389,,,2015,,additional_nasa_event
7371,,,2015,,additional_nasa_event
7388,,,2015,,additional_nasa_event
7373,18878,0.8842,2015,,likely_duplicate
7370,,,2015,,additional_nasa_event
7374,19164,0.509,2015,,likely_duplicate
7390,,,2015,,additional_nasa_event
7387,,,2015,,additional_nasa_event
7385,18003,0.4702,2015,,likely_duplicate
7391,,,2015,,additional_nasa_event
7369,18172,0.2101,2015,2015.0,likely_duplicate
7305,17310,0.8442,2015,,likely_duplicate
7409,,,2015,,additional_nasa_event
7594,,,2015,,additional_nasa_event
7598,,,2015,,additional_nasa_event
7616,,,2015,,additional_nasa_event
7596,,,2015,,additional_nasa_event
7613,9408,0.7052,2015,,likely_duplicate
7614,6320,0.5449,2015,,likely_duplicate
7628,,,2015,,additional_nasa_event
7636,,,2015,,additional_nasa_event
7665,,,2015,,additional_nasa_event
7666,,,2015,,additional_nasa_event
7649,,,2015,,additional_nasa_event
7664,18586,0.2167,2015,,likely_duplicate
7678,7165,0.1649,2015,,likely_duplicate
7660,25940,0.1613,2015,2013.0,likely_duplicate
7676,7133,0.1515,2015,,likely_duplicate
7685,6268,0.522,2015,,likely_duplicate
7308,35565,0.6737,2015,2013.0,likely_duplicate
7309,,,2015,,additional_nasa_event
7310,35553,0.5284,2015,,likely_duplicate
7311,34969,0.2946,2015,2013.0,likely_duplicate
7312,,,2015,,additional_nasa_event
7887,,,2015,,additional_nasa_event
7334,,,2015,,additional_nasa_event
7335,,,2015,,additional_nasa_event
7329,,,2015,,additional_nasa_event
7589,19858,0.3664,2015,2016.0,likely_duplicate
7706,19647,0.309,2015,2014.0,likely_duplicate
7699,,,2015,,additional_nasa_event
7590,19683,0.7382,2015,2014.0,likely_duplicate
7336,,,2015,,additional_nasa_event
7701,24382,0.3228,2015,2014.0,likely_duplicate
7704,,,2015,,additional_nasa_event
7727,24382,0.4925,2015,2014.0,likely_duplicate
7746,,,2015,,additional_nasa_event
7726,3846,0.1304,2015,,likely_duplicate
7728,637,0.433,2015,2014.0,likely_duplicate
7778,22282,0.0287,2015,,likely_duplicate
7780,21606,0.7641,2015,2016.0,likely_duplicate
7836,22493,0.9571,2015,,likely_duplicate
7837,22119,0.7652,2015,2016.0,likely_duplicate
7972,,,2015,,additional_nasa_event
7923,,,2015,,additional_nasa_event
7933,,,2015,,additional_nasa_event
7940,,,2015,,additional_nasa_event
7961,,,2015,,additional_nasa_event
7956,,,2015,,additional_nasa_event
7950,,,2015,,additional_nasa_event
8012,20461,0.2963,2015,2016.0,likely_duplicate
7994,,,2015,,additional_nasa_event
8224,,,2015,,additional_nasa_event
8223,23116,0.9189,2015,,likely_duplicate
8227,,,2015,,additional_nasa_event
8233,,,2015,,additional_nasa_event
8221,,,2015,,additional_nasa_event
8287,,,2015,,additional_nasa_event
8339,,,2015,,additional_nasa_event
8366,20566,0.981,2015,,likely_duplicate
8571,,,2015,,additional_nasa_event
8866,10342,0.8095,2015,,likely_duplicate
8892,,,2015,,additional_nasa_event
8893,,,2015,,additional_nasa_event
8921,27584,0.5212,2015,,likely_duplicate
8922,,,2015,,additional_nasa_event
8944,,,2015,,additional_nasa_event
8988,,,2015,,additional_nasa_event
9037,,,2015,,additional_nasa_event
9096,,,2015,,additional_nasa_event
9092,,,2015,,additional_nasa_event
9120,,,2015,,additional_nasa_event
9144,5498,0.4245,2015,,likely_duplicate
9215,26228,0.5017,2016,,likely_duplicate
9351,,,2016,,additional_nasa_event
9426,,,2016,,additional_nasa_event
9380,,,2016,,additional_nasa_event
9409,,,2016,,additional_nasa_event
9405,25693,0.3125,2016,,likely_duplicate
7655,1237,0.6591,2016,,likely_duplicate
9404,,,2016,,additional_nasa_event
9386,27228,0.0553,2016,,likely_duplicate
9336,,,2016,,additional_nasa_event
9338,,,2016,,additional_nasa_event
9334,,,2016,,additional_nasa_event
9335,,,2016,,additional_nasa_event
9328,,,2016,,additional_nasa_event
9314,,,2016,,additional_nasa_event
9318,,,2016,,additional_nasa_event
7736,,,2016,,additional_nasa_event
8682,,,2016,,additional_nasa_event
9199,10860,0.5847,2016,,likely_duplicate
9169,25277,0.3163,2016,,likely_duplicate
9168,2064,0.1498,2016,,likely_duplicate
9142,25472,0.8413,2016,,likely_duplicate
9141,14531,0.2573,2016,2018.0,likely_duplicate
8860,,,2016,,additional_nasa_event
8962,,,2016,,additional_nasa_event
8744,10997,0.1445,2016,,likely_duplicate
8745,,,2016,,additional_nasa_event
8222,518,0.2041,2016,2016.0,likely_duplicate
8163,,,2016,,additional_nasa_event
8086,,,2016,,additional_nasa_event
7920,,,2016,,additional_nasa_event
7913,,,2016,,additional_nasa_event
7932,,,2016,,additional_nasa_event
8032,33836,0.5121,2016,,likely_duplicate
8367,36000,0.9274,2016,,likely_duplicate
8237,878,0.5296,2016,2016.0,likely_duplicate
8472,,,2016,,additional_nasa_event
8482,3481,0.1927,2016,,likely_duplicate
8680,17527,0.5988,2016,,likely_duplicate
8654,,,2016,,additional_nasa_event
8864,,,2016,,additional_nasa_event
8684,,,2016,,additional_nasa_event
8900,19024,0.4166,2016,,likely_duplicate
8901,,,2016,,additional_nasa_event
8916,17525,0.5282,2016,,likely_duplicate
8930,,,2016,,additional_nasa_event
8935,,,2016,,additional_nasa_event
8998,,,2016,,additional_nasa_event
8996,504,0.4383,2016,2017.0,likely_duplicate
8995,514,0.639,2016,,likely_duplicate
9008,,,2016,,additional_nasa_event
9010,1095,0.3078,2016,,likely_duplicate
9002,34257,0.3423,2016,,likely_duplicate
9006,,,2016,,additional_nasa_event
9017,,,2016,,additional_nasa_event
9048,,,2016,,additional_nasa_event
9020,32375,0.3429,2016,,likely_duplicate
9166,,,2016,,additional_nasa_event
9124,,,2016,,additional_nasa_event
9087,1623,0.679,2016,,likely_duplicate
9051,454,0.3531,2016,,likely_duplicate
9074,30219,0.4991,2016,2014.0,likely_duplicate
9122,514,0.5716,2016,,likely_duplicate
9138,28857,0.3602,2016,2014.0,likely_duplicate
9178,,,2016,,additional_nasa_event
9186,25910,0.384,2016,,likely_duplicate
9219,25111,0.4542,2016,2014.0,likely_duplicate
9220,30325,0.3417,2016,,likely_duplicate
9216,,,2016,,additional_nasa_event
9252,1234,0.6266,2016,2016.0,likely_duplicate
9251,,,2016,,additional_nasa_event
9232,21876,0.1138,2016,2017.0,likely_duplicate
9266,,,2016,,additional_nasa_event
9258,35723,0.1339,2016,,likely_duplicate
9257,,,2016,,additional_nasa_event
9264,6072,0.7036,2016,2017.0,likely_duplicate
9356,17525,0.3383,2016,,likely_duplicate
9415,17220,0.2858,2016,,likely_duplicate
9449,,,2016,,additional_nasa_event
9464,1236,0.9418,2016,,likely_duplicate
9447,,,2016,,additional_nasa_event
9448,,,2016,,additional_nasa_event
9468,,,2016,,additional_nasa_event
9478,,,2016,,additional_nasa_event
9477,9549,0.869,2016,,likely_duplicate
9474,9063,0.9904,2016,,likely_duplicate
9476,9862,0.2824,2016,,likely_duplicate
9465,,,2016,,additional_nasa_event
9475,,,2016,,additional_nasa_event
9490,5827,0.1188,2016,,likely_duplicate
9507,3505,0.0699,2016,,likely_duplicate
9630,,,2016,,additional_nasa_event
9584,12542,0.8301,2016,,likely_duplicate
9604,26435,0.2176,2016,,likely_duplicate
9587,,,2016,,additional_nasa_event
9603,30495,0.4745,2016,2015.0,likely_duplicate
9620,26228,0.8576,2016,,likely_duplicate
9617,,,2016,,additional_nasa_event
9618,28929,0.5636,2016,2015.0,likely_duplicate
9619,26206,0.2594,2016,,likely_duplicate
9638,,,2016,,additional_nasa_event
