record_id,source,state,district,slide_name,location,latitude,longitude,material,movement_type,event_year,event_month,history,is_ner
NASA-7616,NASA,Andaman And Nicobar Islands,Andaman and Nicobar Islands,Atlanta Point,Atlanta Point,11.6753,92.749,,other,2015.0,8.0,2015-08-06 00:00:00,False
NASA-102,NASA,Andhra Pradesh,Andhra Pradesh,Kurnool,Kurnool,15.8294,78.0501,,landslide,2007.0,6.0,2007-06-25 00:00:00,False
NASA-103,NASA,Andhra Pradesh,Andhra Pradesh,Cuddappa,Cuddappa,14.4702,78.8205,,landslide,2007.0,6.0,2007-06-25 00:00:00,False
NASA-104,NASA,Andhra Pradesh,Andhra Pradesh,Prakasam,Prakasam,16.6252,80.6128,,landslide,2007.0,6.0,2007-06-25 00:00:00,False
NASA-181,NASA,Andhra Pradesh,Andhra Pradesh,Koti railway station,Koti railway station,17.3895,78.499,,landslide,2007.0,8.0,2007-08-13 00:00:00,False
NASA-98,NASA,Andhra Pradesh,Andhra Pradesh,Karimnagar,Karimnagar,18.431,79.1492,,landslide,2007.0,6.0,2007-06-25 00:00:00,False
NASA-1884,NASA,Andhra Pradesh,Andhra Pradesh,Vijaywada(Vijayawada),Vijaywada(Vijayawada),16.5121,80.6296,,landslide,2010.0,5.0,2010-05-20 23:00:00,False
NASA-2338,NASA,Andhra Pradesh,Andhra Pradesh,"ghat road leading to Sri Kanakadurga(Kanaka Durga) temple, Indrakeeladri hill, Vijayawada city, Andhra Pradesh","ghat road leading to Sri Kanakadurga(Kanaka Durga) temple, Indrakeeladri hill, Vijayawada city, Andhra Pradesh",16.5141,80.6053,,complex,2010.0,8.0,2010-08-26 09:00:00,False
NASA-2368,NASA,Andhra Pradesh,Andhra Pradesh,"Brahmananda Reddy Nagar(?), Machavaram, Vijayawada city, Andhra Pradesh","Brahmananda Reddy Nagar(?), Machavaram, Vijayawada city, Andhra Pradesh",16.5157,80.6525,,landslide,2010.0,8.0,2010-08-31 09:00:00,False
NASA-2369,NASA,Andhra Pradesh,Andhra Pradesh,"Chittinagar, Vijayawada city, Andhra Pradesh","Chittinagar, Vijayawada city, Andhra Pradesh",16.5332,80.6103,,landslide,2010.0,8.0,2010-08-31 00:00:00,False
NASA-2439,NASA,Andhra Pradesh,Andhra Pradesh,"Indrakeeladri ghat rd, Vijayawada, Andhra Pradesh","Indrakeeladri ghat rd, Vijayawada, Andhra Pradesh",16.5141,80.6055,,landslide,2010.0,9.0,2010-09-17 09:00:00,False
NASA-2590,NASA,Andhra Pradesh,Andhra Pradesh,"ghat road of the Kanaka Durga temple, Vijayawada district","ghat road of the Kanaka Durga temple, Vijayawada district",16.5141,80.6058,,landslide,2010.0,10.0,2010-10-11 00:00:00,False
NASA-2676,NASA,Andhra Pradesh,Andhra Pradesh,"railroad between Chimidipalli and Borra caves stations, Andhra Pradesh","railroad between Chimidipalli and Borra caves stations, Andhra Pradesh",18.2733,83.0645,,landslide,2010.0,10.0,2010-10-31 00:00:00,False
NASA-5399,NASA,Andhra Pradesh,Andhra Pradesh,"Borra Caves, Andhra Pradesh","Borra Caves, Andhra Pradesh",18.2807,83.0394,,rock_fall,2013.0,8.0,2013-08-25 15:00:00,False
NASA-5617,NASA,Andhra Pradesh,Andhra Pradesh,"Chrsiturajupuram, Vijayawada, Andhra Pradesh","Chrsiturajupuram, Vijayawada, Andhra Pradesh",16.5175,80.6117,,landslide,2013.0,10.0,2013-10-25 00:00:00,False
NASA-5650,NASA,Andhra Pradesh,Andhra Pradesh,"Tirumala, Andhra Pradesh","Tirumala, Andhra Pradesh",13.6529,79.3439,,rock_fall,2013.0,11.0,2013-11-17 06:00:00,False
NASA-6250,NASA,Andhra Pradesh,Andhra Pradesh,Medrasula village of Madula panchayat of Araku mandal,Medrasula village of Madula panchayat of Araku mandal,18.3297,82.9565,,debris_flow,2014.0,10.0,2014-10-12 18:00:00,False
NASA-7123,NASA,Andhra Pradesh,Andhra Pradesh,"Head Water Works, Kummaripalem, Vijayawada","Head Water Works, Kummaripalem, Vijayawada",16.5172,80.6024,,landslide,2015.0,4.0,2015-04-26 00:00:00,False
NASA-8571,NASA,Andhra Pradesh,Andhra Pradesh,"Simhagiri Colony, Azeemabad, Pedagantyada, Visakhapatnam, Andhra Pradesh, India","Simhagiri Colony, Azeemabad, Pedagantyada, Visakhapatnam, Andhra Pradesh, India",17.6874,83.1993,,landslide,2015.0,10.0,2015-10-02 00:00:00,False
NASA-9096,NASA,Andhra Pradesh,Andhra Pradesh,Thatichetlapalem,Thatichetlapalem,17.7345,83.2884,,landslide,2015.0,12.0,2015-12-19 00:00:00,False
NASA-7736,NASA,Andhra Pradesh,Andhra Pradesh,Gunadala hill of Vijayawada,Gunadala hill of Vijayawada,16.5145,80.6526,,rock_fall,2016.0,6.0,2016-06-02 02:00:00,False
NASA-9178,NASA,Andhra Pradesh,Andhra Pradesh,"road leading to Patala Ganga and the ropeway in Srisailam, Andhra Pradesh, India","road leading to Patala Ganga and the ropeway in Srisailam, Andhra Pradesh, India",16.0781,78.8743,,rock_fall,2016.0,7.0,2016-07-23 23:00:00,False
GSI-2081,GSI,Andhra Pradesh,Visakhapatanam,,Along SH-39,18.230472,83.027111,Rock,Slide,,,,False
GSI-2082,GSI,Andhra Pradesh,Visakhapatanam,,South west of Pulaguda Village,18.236856,83.028464,Rock,Fall,,,,False
GSI-2083,GSI,Andhra Pradesh,Visakhapatanam,,"Muliaguda (opposite SH-39, fifty meters away from SH )",18.240753,83.030742,Debris,Slide,,,,False
GSI-2084,GSI,Andhra Pradesh,Visakhapatanam,,1km north of Mardaguda,18.246003,82.997139,Rock,Slide,,,,False
GSI-2085,GSI,Andhra Pradesh,Visakhapatanam,,Anantagiri,18.252342,82.991439,Debris,Slide,,,,False
GSI-2086,GSI,Andhra Pradesh,Visakhapatanam,,Along SH-39,18.254583,82.991517,Rock,Fall,,,,False
GSI-2087,GSI,Andhra Pradesh,Visakhapatanam,,Galikonda (Beespuram),18.254817,82.991942,Rock,Fall,,,,False
GSI-2088,GSI,Andhra Pradesh,Visakhapatanam,,NW of Beespuram,18.254817,82.991942,Rock,Fall,,,,False
GSI-2089,GSI,Andhra Pradesh,Visakhapatanam,,Galikonda (Culvert ΓÇô 92/1),18.257981,82.992014,Rock,Fall,,,,False
GSI-2090,GSI,Andhra Pradesh,Visakhapatanam,,Along SH 39,18.258925,82.985553,Rock,Slide,,,,False
GSI-2091,GSI,Andhra Pradesh,Visakhapatanam,,Along SH 39,18.260186,82.986625,Rock cum debris,Slide,,,,False
GSI-2092,GSI,Andhra Pradesh,Visakhapatanam,,Along SH-39,18.264242,82.988536,Rock,Slide,,,,False
GSI-2093,GSI,Andhra Pradesh,Visakhapatanam,,NW of Beespuram,18.268203,82.997358,Rock,Fall,,,,False
GSI-2094,GSI,Andhra Pradesh,Visakhapatanam,,NW of Beespuram,18.271922,82.997775,Debris,Slide,,,,False
GSI-2095,GSI,Andhra Pradesh,Visakhapatanam,,"Galikonda, Near Hanuman temple",18.276489,82.990033,Debris,Slide,,,,False
GSI-2096,GSI,Andhra Pradesh,Visakhapatanam,,Galikonda,18.277019,82.991542,Debris,Slide,,,,False
GSI-2097,GSI,Andhra Pradesh,Visakhapatanam,,200m east of Sunkarmeta view point,18.277786,82.994925,Rock,Fall,,,,False
GSI-2098,GSI,Andhra Pradesh,Visakhapatanam,,Galikonda Area,18.277817,82.993156,Debris,Slide,,,,False
GSI-2099,GSI,Andhra Pradesh,Visakhapatanam,,1km north of Bispuram village,18.278067,82.993814,Debris,Slide,,,,False
GSI-2100,GSI,Andhra Pradesh,Visakhapatanam,,Beespuram,18.280111,82.990472,Rock,Fall,,,,False
GSI-2101,GSI,Andhra Pradesh,Visakhapatanam,,On the way to Katki waterfall,18.281836,83.006239,Debris,Slide,,,,False
GSI-2102,GSI,Andhra Pradesh,Visakhapatanam,,600m East of Balluguda village,18.283206,82.943983,Debris,Flow,,,,False
GSI-2103,GSI,Andhra Pradesh,Visakhapatanam,,500m East of Balluguda village,18.283511,82.944086,Rock,Fall,,,,False
GSI-2104,GSI,Andhra Pradesh,Visakhapatanam,,Araku,18.305094,82.882217,Debris,Slide,,,,False
GSI-2105,GSI,Andhra Pradesh,Visakhapatanam,,1km north of Mardaguda,18.308125,82.852928,Debris,Slide,,,,False
GSI-2106,GSI,Andhra Pradesh,Visakhapatanam,,Kodipunjuvalasa Slide,18.312228,82.853717,Debris,Slide,,,,False
GSI-2107,GSI,Andhra Pradesh,Visakhapatanam,,Jangadivalasa,18.317092,82.812678,Debris,Slide,,,,False
GSI-2108,GSI,Andhra Pradesh,Visakhapatanam,,Tiklibida Landslide,18.332272,82.833008,Debris,Slide,,,,False
GSI-2109,GSI,Andhra Pradesh,Visakhapatanam,,"SH-39, 300 meters ahead of Araku Railway Crossing",18.333653,82.828822,Rock,Slide,,,,False
GSI-1418,GSI,Arunachal Pradesh,Anjaw,,Tezu-Hayuliang road,27.98333,96.40433,Debris,Slide,2012.0,,2012,True
GSI-1451,GSI,Arunachal Pradesh,Anjaw,Khupapolice check gate,Tezu-Hayuliang road,28.06356,96.50075,Debris,Slide,2012.0,,2012,True
GSI-1467,GSI,Arunachal Pradesh,Anjaw,,Road from Hayuliang to Hamaliang,28.09311,96.53622,Rock,Slide,2012.0,,2012,True
GSI-1494,GSI,Arunachal Pradesh,Anjaw,,H.M.C. Road,28.11142,96.54528,Rock,Slide,2012.0,,2012,True
GSI-1499,GSI,Arunachal Pradesh,Anjaw,,H.M.C. Road,28.11594,96.54689,Rock,Slide,2012.0,,2012,True
GSI-1563,GSI,Arunachal Pradesh,Anjaw,,H. M. C. Road,28.18525,96.53256,Debris,Slide,2012.0,,2012,True
GSI-1683,GSI,Arunachal Pradesh,Anjaw,,H. M. C. Road,28.2625,96.5465,Rock,Slide,2012.0,,2012,True
GSI-1718,GSI,Arunachal Pradesh,Anjaw,,HMC road,28.27378,96.57031,Debris,Slide,2012.0,,2012,True
GSI-1419,GSI,Arunachal Pradesh,Anjaw,,Tezu-Hayuliang road,27.98728,96.41208,Debris,Slide,2013.0,,2013,True
GSI-1428,GSI,Arunachal Pradesh,Anjaw,78 km slide,Tezu-Hayuliang road,28.01661,96.44172,Rock cum Debris,Complex,2013.0,,2013,True
GSI-1454,GSI,Arunachal Pradesh,Anjaw,Hayuliang Slide,HMC road,28.08014,96.52356,Debris,Topple,2013.0,,2013,True
GSI-1456,GSI,Arunachal Pradesh,Anjaw,9 JAK Camp slide,Hayuliang-Wallong road,28.08019,96.54483,Debris,Flow,2013.0,,2013,True
GSI-1492,GSI,Arunachal Pradesh,Anjaw,3.5 km slide,HMC road,28.10714,96.54489,Rock,Fall,2013.0,,2013,True
GSI-1501,GSI,Arunachal Pradesh,Anjaw,5.4 km HMC slide,HMC road,28.11781,96.54906,Debris,Flow,2013.0,,2013,True
GSI-1523,GSI,Arunachal Pradesh,Anjaw,9 km Slide,HMC road,28.14531,96.54897,Rock,Slide,2013.0,,2013,True
GSI-1531,GSI,Arunachal Pradesh,Anjaw,Chipru slide,HMC road,28.15292,96.53858,Rock,Slide,2013.0,,2013,True
GSI-1536,GSI,Arunachal Pradesh,Anjaw,Teapani river slide,H. M. C. Road,28.16206,96.53061,Debris,Topple,2013.0,,2013,True
GSI-1546,GSI,Arunachal Pradesh,Anjaw,,HMC road,28.16939,96.52578,Rock,Slide,2013.0,,2013,True
GSI-1562,GSI,Arunachal Pradesh,Anjaw,,HMC road,28.18439,96.53453,Debris,Slide,2013.0,,2013,True
GSI-1572,GSI,Arunachal Pradesh,Anjaw,Metenliang 2.5 km slide,HMC road,28.19597,96.53733,Debris,Slide,2013.0,,2013,True
GSI-1584,GSI,Arunachal Pradesh,Anjaw,Metengliang slide,H. M. C. Road,28.20867,96.53222,Debris,Slide,2013.0,,2013,True
GSI-1591,GSI,Arunachal Pradesh,Anjaw,Bamlan Slide,HMC road,28.21483,96.53911,Debris,Slide,2013.0,,2013,True
GSI-1604,GSI,Arunachal Pradesh,Anjaw,32.4 km Slide,HMC road,28.22328,96.55303,Rock,Slide,2013.0,,2013,True
GSI-1605,GSI,Arunachal Pradesh,Anjaw,29.9 km Slide,HMC road,28.22381,96.53644,Rock,Slide,2013.0,,2013,True
GSI-1607,GSI,Arunachal Pradesh,Anjaw,33.3 km slide,HMC road,28.22408,96.55872,Rock,Slide,2013.0,,2013,True
GSI-1613,GSI,Arunachal Pradesh,Anjaw,,H. M. C. Road,28.22797,96.54606,Debris,Slide,2013.0,,2013,True
GSI-1617,GSI,Arunachal Pradesh,Anjaw,,H. M. C. Road,28.23153,96.54272,Debris,Slide,2013.0,,2013,True
GSI-1630,GSI,Arunachal Pradesh,Anjaw,37.6 km rockslide,H. M. C. Road,28.23969,96.52778,Rock,Topple,2013.0,,2013,True
GSI-1654,GSI,Arunachal Pradesh,Anjaw,,H. M. C. Road,28.25203,96.54264,Debris,Slide,2013.0,,2013,True
GSI-1674,GSI,Arunachal Pradesh,Anjaw,Metumna slide,H.M.C. Road,28.25897,96.54433,Rock,Topple,2013.0,,2013,True
GSI-1693,GSI,Arunachal Pradesh,Anjaw,,H. M. C. Road,28.26522,96.57889,Debris,Flow,2013.0,,2013,True
GSI-1709,GSI,Arunachal Pradesh,Anjaw,Chipru slide,HMC road,28.26786,96.55781,Rock,Flow,2013.0,,2013,True
GSI-1710,GSI,Arunachal Pradesh,Anjaw,,H. M. C. Road,28.26814,96.55728,Rock,Slide,2013.0,,2013,True
GSI-1725,GSI,Arunachal Pradesh,Anjaw,,HMC road,28.28386,96.58275,Debris,Slide,2013.0,,2013,True
GSI-1728,GSI,Arunachal Pradesh,Anjaw,,H. M. C. Road,28.28778,96.57928,Rock,Slide,2013.0,,2013,True
GSI-1746,GSI,Arunachal Pradesh,Anjaw,Chaglogamnala slide,Village road,28.31211,96.61719,Debris,Topple,2013.0,,2013,True
GSI-1752,GSI,Arunachal Pradesh,Anjaw,Toflagam slide,H.M.C. Road,28.31658,96.61508,Debris,Slide,2013.0,,2013,True
GSI-1420,GSI,Arunachal Pradesh,Anjaw,,Tohangam-Hayuliang Road,27.98747,96.41133,Debris,Flow,2014.0,,May 2014,True
GSI-1424,GSI,Arunachal Pradesh,Anjaw,,Tohangam-Hayuliang Road,28.00611,96.42872,Debris,Slide,2014.0,,May 2014,True
GSI-1429,GSI,Arunachal Pradesh,Anjaw,,Tohangam-Hayuliang Road,28.01781,96.44275,Debris,Slide,2014.0,,May 2014,True
GSI-1430,GSI,Arunachal Pradesh,Anjaw,,Tohangam-Hayuliang Road,28.01992,96.443,Rock,Slide,2014.0,,May 2014,True
GSI-1443,GSI,Arunachal Pradesh,Anjaw,78 km slide,Tezu-Hayuliang road,28.05939,96.48397,Debris,Slide,2014.0,,2014,True
GSI-1446,GSI,Arunachal Pradesh,Anjaw,,Tohangam-Hayuliang Road,28.05997,96.48664,Debris,Slide,2014.0,,May 2014,True
GSI-1447,GSI,Arunachal Pradesh,Anjaw,,Tohangam-Hayuliang Road,28.06006,96.44636,Debris,Slide,2014.0,,May 2014,True
GSI-1448,GSI,Arunachal Pradesh,Anjaw,,Tohangam-Hayuliang Road,28.06131,96.49256,Debris,Slide,2014.0,,May 2014,True
GSI-1449,GSI,Arunachal Pradesh,Anjaw,,Tohangam-Hayuliang Road,28.06244,96.49775,Debris,Slide,2014.0,,May 2014,True
GSI-1450,GSI,Arunachal Pradesh,Anjaw,,Tohangam-Hayuliang road,28.063,96.49914,Debris,Slide,2014.0,,May 2014,True
GSI-1452,GSI,Arunachal Pradesh,Anjaw,,Tohangam-Hayuliang Road,28.06964,96.50025,Rock,Slide,2014.0,,May 2014,True
GSI-1458,GSI,Arunachal Pradesh,Anjaw,,Tohangam-Hayuliang Road,28.08061,96.51294,Rock,Fall,2014.0,,May 2014,True
GSI-1433,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 16.6 kms along NH-13 towards Tezu,NH-13 (Anjaw-Tezu road),28.022471,96.440489,Debris,Slide,,,,True
GSI-1435,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 16.4 kms along NH-13 towards Tezu,NH-13 (Anjaw-Tezu road),28.023491,96.440972,Debris,Slide,,,,True
GSI-1453,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 3.85 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.079818,96.46838,Debris,Slide,,,,True
GSI-1455,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 3 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.080151,96.472541,Debris,Slide,,,,True
GSI-1457,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 3.2 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.080301,96.472247,Debris,Slide,,,,True
GSI-1459,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 4.52 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.082576,96.464869,Debris,Slide,,,,True
GSI-1460,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 4.4 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.082618,96.465189,Rock,Slide,,,,True
GSI-1461,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 4.9 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.083417,96.461433,Rock,Slide,,,,True
GSI-1462,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 5.1 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.084252,96.459672,Debris,Slide,,,,True
GSI-1463,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 5.7 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.088159,96.458999,Rock,Slide,,,,True
GSI-1464,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 6 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.089549,96.457818,Debris,Slide,,,,True
GSI-1465,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 6.5 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.090087,96.454067,Debris,Slide,,,,True
GSI-1466,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 6.7 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.0907,96.45238,Debris,Slide,,,,True
GSI-1470,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 8.1 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.094359,96.453058,Rock,Slide,,,,True
GSI-1471,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 8.4 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.095602,96.453246,Rock,Slide,,,,True
GSI-1481,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 10.45 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.100244,96.448173,Rock,Slide,,,,True
GSI-1482,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 10.6 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.100284,96.449538,Rock,Slide,,,,True
GSI-1483,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 11.3 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.100914,96.449162,Debris,Slide,,,,True
GSI-1486,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 11.5 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.102005,96.448473,Debris,Slide,,,,True
GSI-1488,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 12 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.105572,96.447685,Rock,Slide,,,,True
GSI-1489,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 12.1 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.105952,96.447724,Rock,Slide,,,,True
GSI-1490,GSI,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 12.2 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.106321,96.447245,Debris,Slide,,,,True
GSI-1724,GSI,Arunachal Pradesh,Anjaw,Chipra rock slide,HMC road,28.28331,96.58094,Rock,Slide and topple,,,,True
NASA-4378,NASA,Arunachal Pradesh,Arunachal Pradesh,"Arunachal Pradesh, Dibang,","Arunachal Pradesh, Dibang,",28.8254,96.1517,,landslide,2012.0,6.0,2012-06-02 00:00:00,True
NASA-4446,NASA,Arunachal Pradesh,Arunachal Pradesh,"Tuting, Upper Siang , Arunachal Pradesh","Tuting, Upper Siang , Arunachal Pradesh",28.9986,94.8885,,landslide,2012.0,7.0,2012-07-05 00:00:00,True
NASA-4798,NASA,Arunachal Pradesh,Arunachal Pradesh,"Dibang Valley, Arunachal Pradesh","Dibang Valley, Arunachal Pradesh",28.8254,96.1509,,landslide,2013.0,4.0,2013-04-07 00:00:00,True
NASA-5250,NASA,Arunachal Pradesh,Arunachal Pradesh,"Polo River At Polosang, Arunachal Pradesh","Polo River At Polosang, Arunachal Pradesh",27.8837,93.0515,,mudslide,2013.0,8.0,2013-08-01 00:00:00,True
NASA-6015,NASA,Arunachal Pradesh,Arunachal Pradesh,Lohit District of Arunachal Pradesh,Lohit District of Arunachal Pradesh,27.9032,96.174,,mudslide,2014.0,5.0,2014-05-08 00:00:00,True
NASA-6105,NASA,Arunachal Pradesh,Arunachal Pradesh,Arunachal Pradesh,Arunachal Pradesh,28.9205,95.3429,,landslide,2014.0,6.0,2014-06-26 23:00:00,True
NASA-6222,NASA,Arunachal Pradesh,Arunachal Pradesh,Karsingsa block point,Karsingsa block point,27.1249,93.7706,,landslide,2014.0,10.0,2014-10-01 11:00:00,True
NASA-6971,NASA,Arunachal Pradesh,Arunachal Pradesh,"Itanagar, Arunachal Pradesh","Itanagar, Arunachal Pradesh",27.0987,93.816,,landslide,2015.0,6.0,2015-06-09 00:00:00,True
NASA-7334,NASA,Arunachal Pradesh,Arunachal Pradesh,Arunachal Pradesh,Arunachal Pradesh,28.1737,94.7596,,landslide,2015.0,8.0,2015-08-18 00:00:00,True
NASA-7887,NASA,Arunachal Pradesh,Arunachal Pradesh,Hawai,Hawai,27.8835,96.9262,,landslide,2015.0,8.0,2015-08-16 00:00:00,True
NASA-9404,NASA,Arunachal Pradesh,Arunachal Pradesh,"Hayuliang, Anjaw district,Arunachal Pradesh, India","Hayuliang, Anjaw district,Arunachal Pradesh, India",28.0822,96.5316,,landslide,2016.0,5.0,2016-05-01 00:00:00,True
NASA-870,NASA,Arunachal Pradesh,Arunāchal Pradesh,"West Kameng, Arunachal Pradesh","West Kameng, Arunachal Pradesh",27.4,92.35,,mudslide,2008.0,10.0,2008-10-29 00:00:00,True
NASA-1084,NASA,Arunachal Pradesh,Arunāchal Pradesh,"Upper Subansiri District, Arunanchal Pradesh","Upper Subansiri District, Arunanchal Pradesh",27.7,92.8,,landslide,2009.0,8.0,2009-08-12 00:00:00,True
NASA-1613,NASA,Arunachal Pradesh,Arunāchal Pradesh,"Koloriang, Kuring Kumey district, Arunachal Pradesh","Koloriang, Kuring Kumey district, Arunachal Pradesh",27.8997,93.3497,,mudslide,2010.0,4.0,2010-04-02 23:00:00,True
NASA-1775,NASA,Arunachal Pradesh,Arunāchal Pradesh,Arunachal Pradesh,Arunachal Pradesh,27.8965,96.1779,,landslide,2010.0,4.0,2010-04-21 00:00:00,True
NASA-2405,NASA,Arunachal Pradesh,Arunāchal Pradesh,"Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh","Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh",28.3036,95.4112,,landslide,2010.0,9.0,2010-09-09 23:00:00,True
NASA-2411,NASA,Arunachal Pradesh,Arunāchal Pradesh,"districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province","districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province",27.0011,93.7273,,landslide,2010.0,9.0,2010-09-10 00:00:00,True
NASA-2539,NASA,Arunachal Pradesh,Arunāchal Pradesh,"Mosing village, Upper Siang district, Arunachal Pradesh","Mosing village, Upper Siang district, Arunachal Pradesh",28.3092,95.4149,,landslide,2010.0,10.0,2010-10-03 00:00:00,True
NASA-3776,NASA,Arunachal Pradesh,Arunāchal Pradesh,Itanagar/Naharlagur/Nirjuli,Itanagar/Naharlagur/Nirjuli,27.125,93.7145,,landslide,2011.0,7.0,2011-07-15 18:00:00,True
NASA-3789,NASA,Arunachal Pradesh,Arunāchal Pradesh,Mebua (8 km from Seppa),Mebua (8 km from Seppa),27.2743,92.9064,,landslide,2011.0,7.0,2011-07-16 00:00:00,True
NASA-3806,NASA,Arunachal Pradesh,Arunāchal Pradesh,"Itanagar (one near Pachali power house, one near Heema Hospital, and one nearRomik Colony at P Sector)","Itanagar (one near Pachali power house, one near Heema Hospital, and one nearRomik Colony at P Sector)",27.1032,93.6884,,landslide,2011.0,7.0,2011-07-19 00:00:00,True
NASA-3881,NASA,Arunachal Pradesh,Arunāchal Pradesh,Itanagar,Itanagar,27.1034,93.6885,,landslide,2011.0,8.0,2011-08-05 00:00:00,True
NASA-3912,NASA,Arunachal Pradesh,Arunāchal Pradesh,East Kameng district in Arunachal Pradesh bordering China,East Kameng district in Arunachal Pradesh bordering China,27.44,92.2833,,landslide,2011.0,8.0,2011-08-12 00:00:00,True
NASA-3925,NASA,Arunachal Pradesh,Arunāchal Pradesh,"East Kameng, Arunachal Pradesh","East Kameng, Arunachal Pradesh",27.4888,93.0153,,landslide,2011.0,8.0,2011-08-15 00:00:00,True
NASA-4435,NASA,Arunachal Pradesh,Arunāchal Pradesh,"Tirap , Arunachal Pradesh","Tirap , Arunachal Pradesh",27.174,95.8011,,landslide,2012.0,6.0,2012-06-25 00:00:00,True
NASA-4436,NASA,Arunachal Pradesh,Arunāchal Pradesh,"Khonsa, Arunachal Pradesh","Khonsa, Arunachal Pradesh",26.9986,95.4993,,landslide,2012.0,6.0,2012-06-25 00:00:00,True
NASA-4570,NASA,Arunachal Pradesh,Arunāchal Pradesh,Arunachal Pradesh,Arunachal Pradesh,27.8458,95.2253,,landslide,2012.0,9.0,2012-09-19 00:00:00,True
NASA-4757,NASA,Arunachal Pradesh,Arunāchal Pradesh,"East Siang, Arunachal Pradesh","East Siang, Arunachal Pradesh",28.1193,95.1645,,landslide,2013.0,2.0,2013-02-18 00:00:00,True
NASA-4892,NASA,Arunachal Pradesh,Arunāchal Pradesh,Upper Subansiri,Upper Subansiri,27.8776,94.25,,landslide,2013.0,6.0,2013-06-01 00:00:00,True
NASA-5441,NASA,Arunachal Pradesh,Arunāchal Pradesh,"Gosang Village Under Jengging Circle, Arunachal Pradesh","Gosang Village Under Jengging Circle, Arunachal Pradesh",28.611,94.9829,,landslide,2013.0,9.0,2013-09-02 00:00:00,True
GSI-1022,GSI,Arunachal Pradesh,Changlang,1.7km SW of Lungsang,Jairampur-Walongtoi road,27.226901,95.905393,Debris,Slide,,,,True
GSI-1051,GSI,Arunachal Pradesh,Changlang,200m E of Old Kamlao,"NH-315, Jairampur-Manmao road section",27.257581,95.936353,Debris,Slide,,,,True
GSI-1059,GSI,Arunachal Pradesh,Changlang,"S of Longvi, 8 km Tea Garden",Longvi-hetlong road,27.268684,96.040751,Debris,Slide,,,,True
